theme_id,theme_type,theme_name,theme_research_area
a88ffef7-89fe-45f4-a8ce-e47cc4d1bec8,Challenge,Information and Communication Technologies,Architecture and Operating Systems
699e03fd-02c0-42ee-af6b-243a8771816b,Challenge,Information and Communication Technologies,Artificial Intelligence Technologies
7c405bae-2140-46d9-8804-13524f7b80ef,Challenge,Information and Communication Technologies,"Assistive Technology, Rehabilitation and Musculoskeletal Biomechanics"
158baa20-45f0-4c1a-ba2e-7573e022aaa0,Challenge,Information and Communication Technologies,Biological Informatics
2a7e44ea-7db8-43cb-8e0a-9291157d6cf1,Challenge,Information and Communication Technologies,Biomaterials and Tissue Engineering
31133e62-825a-4555-8b0d-ba2796e7e650,Challenge,Information and Communication Technologies,Built Environment
6e1ed8af-fdd7-4f37-9f42-7e78a7cbb7b0,Challenge,Information and Communication Technologies,Catalysis
303aa531-6d6d-4fef-b9f9-b5713fce0016,Challenge,Information and Communication Technologies,Chemical Biology and Biological Chemistry
a09546e0-9f23-47de-844b-ea2d3d39c72a,Challenge,Information and Communication Technologies,Clinical Technologies (excluding imaging)
ea1afb6b-5c17-4915-b9ce-a381f8975592,Challenge,Information and Communication Technologies,Combustion Engineering
2296bf5a-6bca-4624-b45d-a03ab2a2e0cf,Challenge,Information and Communication Technologies,Complexity Science
7c81745d-f1fc-4b8f-abfc-4d5066de9624,Challenge,Information and Communication Technologies,Computational & Theoretical Chemistry
5cd84434-ff02-4386-94b8-abc4b5f85b3d,Challenge,Information and Communication Technologies,Condensed Matter: Electronic Structure
6c571d8d-b819-4e3a-96ce-b8619715b077,Challenge,Information and Communication Technologies,Condensed Matter: Magnetism and Magnetic Materials
2df0a060-ba5a-473c-b3fa-bef9649d0e3f,Challenge,Information and Communication Technologies,Continuum Mechanics
b535fc69-45c8-4f6a-972d-c051936bcae8,Challenge,Information and Communication Technologies,Control Engineering
ecf16b09-688e-4894-9250-e12fb4ecb37a,Challenge,Information and Communication Technologies,Databases
f9a42add-9a18-43f0-bf64-07e66f55d0e5,Challenge,Information and Communication Technologies,Digital Signal Processing
24b5e0e4-37bc-4df0-b2e6-c519b80ce244,Challenge,Information and Communication Technologies,Electrical Motors and Drive /  Electromagnetics
07e918cb-d5cd-4aca-99ba-9f625f57b277,Challenge,Information and Communication Technologies,Electrochemical Sciences
933a01dd-a874-41a2-b435-767e2098b330,Challenge,Information and Communication Technologies,End Use Energy Demand (Energy Efficiency)
1eb08d32-e50b-4559-988c-9873df628a43,Challenge,Information and Communication Technologies,Energy Networks
5627bec8-e41f-4d0a-91ab-2b97e420fb24,Challenge,Information and Communication Technologies,Engineering Design
195dd0a1-8cac-4601-b562-4736434ae4ac,Challenge,Information and Communication Technologies,Fluid Dynamics and Aerodynamics
07e20094-e6cb-4cdb-97a6-0cb8f9e9e9b6,Challenge,Information and Communication Technologies,Functional Ceramics and Inorganics
d8349a84-d769-4a28-8674-d2bf7e44f587,Challenge,Information and Communication Technologies,Geometry & Topology
2e98eef0-9d16-4693-82a6-acde6caefeba,Challenge,Information and Communication Technologies,Graphene and Carbon Nanotechnology
a26a6c12-6105-4ed4-b760-e468dbc977ec,Challenge,Information and Communication Technologies,Graphics and Visualisation
cc534b0c-c3d6-4e38-80a8-0f67da3e66f2,Challenge,Information and Communication Technologies,Ground Engineering
c820dd78-6770-4857-9297-4d796890f295,Challenge,Information and Communication Technologies,Human Communication in ICT
8c0f5e35-6787-4eaa-ad28-f61770a9a2cb,Challenge,Information and Communication Technologies,Human-Computer Interaction
dcf87c31-dfaf-40cd-b687-5b552c920567,Challenge,Information and Communication Technologies,ICT Networks & Distributed Systems
726544b3-8976-4d67-a512-4e7bb0919577,Challenge,Information and Communication Technologies,Image and Vision Computing
0384152c-13fb-4d59-af9a-15a424209551,Challenge,Information and Communication Technologies,Information Systems
f0ec81ec-203e-453c-a354-6a9b7087f1bb,Challenge,Information and Communication Technologies,Light Matter Interaction and Optical Phenomena
a1e557c3-0bcc-451d-8d20-384ae67a55d5,Challenge,Information and Communication Technologies,Logic and Combinatorics
071940f5-61c0-47d0-872f-4d6b24619f8b,Challenge,Information and Communication Technologies,Manufacturing Technologies
4fef90ef-7b37-4158-a80d-167f3bf0a98c,Challenge,Information and Communication Technologies,Materials Engineering - Composites
ac7de1ab-563b-4f14-b61d-53b7e28d804e,Challenge,Information and Communication Technologies,Materials For Energy Applications
57fcbe75-e504-4780-a8b7-6daaa7d4db4e,Challenge,Information and Communication Technologies,Mathematical Analysis
d11c7aaf-3472-4673-8bfe-e094081020aa,Challenge,Information and Communication Technologies,Mathematical Biology
1e1b8bf4-c1ae-4432-8466-5410d211067f,Challenge,Information and Communication Technologies,Mathematical Physics
5f5bdba0-e936-4d5d-9397-2f7ef960883b,Challenge,Information and Communication Technologies,Medical Imaging (inc medical image and vision computing)
adc77d44-7f1e-435e-9125-45dde864879d,Challenge,Information and Communication Technologies,Microelectronics Design
fe0d985a-fac4-4cb2-a707-5ba8e1dd20ff,Challenge,Information and Communication Technologies,Microelectronics Device Technology
fa32fb37-b8aa-417f-a12b-bb241d62b103,Challenge,Information and Communication Technologies,Microsystems
3b4c20cf-b151-41ac-9909-4295d4b91cef,Challenge,Information and Communication Technologies,Music and Acoustic Technology
251c016f-c778-4489-880a-8600cf1b854a,Challenge,Information and Communication Technologies,Natural Language Processing
27fc1e37-5002-48cf-9305-46c6d352bb6b,Challenge,Information and Communication Technologies,Non-Linear Systems
b05cd26a-de57-4e7f-8314-0680d709713f,Challenge,Information and Communication Technologies,Nuclear Fission
8232a785-5d0d-4ee2-95d4-1600cb580dd8,Challenge,Information and Communication Technologies,Numerical Analysis
65a5de9c-685f-4992-b378-0b8a9c0cdaf4,Challenge,Information and Communication Technologies,Operational Research
c9a72b91-e8d1-4861-82f0-92fcd99d25f4,Challenge,Information and Communication Technologies,Optical Communications
f882b6c5-b24f-48ce-b241-04fc624bde6f,Challenge,Information and Communication Technologies,Optical Devices and Subsystems
6f8cf617-4728-47a7-a7e4-359041d379d6,Challenge,Information and Communication Technologies,Optoelectronic Devices and Circuits
5141b8e1-2429-4e76-84e4-6a1c571d4b11,Challenge,Information and Communication Technologies,Out of EPSRC Remit
34a61efc-2648-48fa-92ec-f3cf0aa53ae0,Challenge,Information and Communication Technologies,Particle Technology
079caefe-65e1-47c4-afa9-f7b71ebc9db4,Challenge,Information and Communication Technologies,Performance and Inspection of Mechanical Structures and Systems
ba7ef92c-d571-492d-ba93-2489115ec157,Challenge,Information and Communication Technologies,Pervasive and Ubiquitous Computing
94332c93-05d1-44fe-8581-17c6e301c97c,Challenge,Information and Communication Technologies,Photonic Materials
f7169f61-12dd-4261-b27c-f73723d1c13e,Challenge,Information and Communication Technologies,Plasma and Lasers
b1aab252-6a66-4caf-9c3e-80f77de5c045,Challenge,Information and Communication Technologies,Polymer Materials
041ea65c-f539-48a8-b5ea-8534669c51a7,Challenge,Information and Communication Technologies,Programming Languages and Compilers
5b81e251-7e7b-4b9a-b9c1-f0b3c708d3e5,Challenge,Information and Communication Technologies,"Quantum Devices, Components and Systems"
b305b029-a782-4d98-99e8-0539074ff041,Challenge,Information and Communication Technologies,Quantum Optics and Information
928ec4cd-ff46-4b70-b3f3-c91f2e3b9060,Challenge,Information and Communication Technologies,RF & Microwave Devices
87adceb5-4003-4b43-a575-1ddbb6e2df9d,Challenge,Information and Communication Technologies,RF & MW Communications
7d8564c9-c622-4337-80c1-ff8ab476aeda,Challenge,Information and Communication Technologies,Robotics
93b2e1d9-0105-48b4-8de3-cd4ccb2ffa69,Challenge,Information and Communication Technologies,Sensors and Instrumentation
b68f08cb-b754-44c7-96cd-95b3c6374232,Challenge,Information and Communication Technologies,Software Engineering
23da1414-3557-414a-8dbf-856592922137,Challenge,Information and Communication Technologies,Solar Technology
673893b9-f2cb-475f-af4e-c4ac9cda76ff,Challenge,Information and Communication Technologies,Speech Technology
0d74288a-15b4-4b74-824d-38d0a9f70031,Challenge,Information and Communication Technologies,Spintronics
c5132d4c-8e7a-4c5c-9db0-01ebd3bbe25b,Challenge,Information and Communication Technologies,Statistics and Applied Probability
bcab3220-d7b5-4c44-98be-7fdab67cc408,Challenge,Information and Communication Technologies,Structural Engineering
048a1a3b-d1d3-470f-8e3c-477e82db1778,Challenge,Information and Communication Technologies,Superconductivity
c1ecf2fc-0f26-4728-a2b9-61f8214e5dc0,Challenge,Information and Communication Technologies,Synthetic Biology
07d9b10d-6572-4d28-ba9a-a7325b43e377,Challenge,Information and Communication Technologies,Synthetic Coordination Chemistry
6cacd9ea-7a3b-4d27-87c0-34b83a422d57,Challenge,Information and Communication Technologies,Synthetic Organic Chemistry
8f33baf5-c60c-4aa9-981f-c7a02589a923,Challenge,Information and Communication Technologies,Theoretical Computer Science
40c2d810-5a55-4fe3-8205-ee019da4d511,Challenge,Information and Communication Technologies,Verification and Correctness
7c6ca5b4-f47a-409a-9ef3-e6ef3a29a0d4,Challenge,Information and Communication Technologies,"Vision, Hearing and Other Senses"
40a24e35-1bba-417d-a508-f2a605d763a1,Challenge,Information and Communication Technologies,Water Engineering
a1ce906e-41f6-4b77-948f-7a3fda71a99a,Challenge,Mathematical Sciences,Algebra
9c27557d-9903-4319-aa50-41fee6502927,Challenge,Mathematical Sciences,Architecture and Operating Systems
2be7b8ce-2c36-4c24-acdf-6f02b19396e8,Challenge,Mathematical Sciences,Artificial Intelligence Technologies
c4f38ec0-3875-42ff-9212-0cb4d1408417,Challenge,Mathematical Sciences,Biological Informatics
13cb0866-781e-45ea-897b-f2fbe47223d0,Challenge,Mathematical Sciences,Biophysics and Soft Matter Physics
53fb579a-3990-4511-9074-c26305ab3590,Challenge,Mathematical Sciences,Chemical Reaction Dynamics and Mechanisms
7f6f930e-e2e7-4b5d-91e1-1cf31f87aea8,Challenge,Mathematical Sciences,Complex Fluids & Rheology
2bf116e2-5bfb-42e4-9752-da56f3dba8a1,Challenge,Mathematical Sciences,Condensed Matter: Electronic Structure
36bee427-5fd7-4522-8cbe-09816e690f6f,Challenge,Mathematical Sciences,Continuum Mechanics
9c3e967c-8db4-4502-b4cc-fc9a83e24dae,Challenge,Mathematical Sciences,Control Engineering
4ffc53ab-5a1f-4470-ab36-ddb68e3d2c8d,Challenge,Mathematical Sciences,End Use Energy Demand (Energy Efficiency)
246ad13d-4774-4138-8a27-667120c3fc02,Challenge,Mathematical Sciences,Fluid Dynamics and Aerodynamics
d14cfb69-5a52-4a1b-9648-711420bcb06c,Challenge,Mathematical Sciences,Geometry & Topology
87b94460-3490-4edf-89e6-a550b67462dd,Challenge,Mathematical Sciences,Image and Vision Computing
0232f07e-eb58-4fa8-beb4-eab8be8f4009,Challenge,Mathematical Sciences,Information Systems
57a6fb44-5e6a-4c0e-b41c-9c46cedbf049,Challenge,Mathematical Sciences,Light Matter Interaction and Optical Phenomena
52d21ec6-9ffb-4ec9-aef7-cb2fcf72ff8d,Challenge,Mathematical Sciences,Logic and Combinatorics
c92c2782-bcc8-4e0b-93ca-b386bd52a9db,Challenge,Mathematical Sciences,Materials Engineering - Metals & Alloys
f0d91cec-6e22-47cf-830d-6e9f6c83fd1c,Challenge,Mathematical Sciences,Mathematical Analysis
e8515e77-429b-491d-bff1-a4ab4ba9a7c4,Challenge,Mathematical Sciences,Mathematical Aspects of Operational Research
caeb9f63-a2c1-4c80-8fe3-211dd551ee20,Challenge,Mathematical Sciences,Mathematical Biology
3d30afd5-6f08-4615-a8cd-87c4edd0915d,Challenge,Mathematical Sciences,Mathematical Physics
78ffb3e5-f679-4489-81c6-ba395cec5b68,Challenge,Mathematical Sciences,Non-Linear Systems
7e3e034a-8535-4ac0-941e-36401d942f69,Challenge,Mathematical Sciences,Number Theory
70f3ae3e-403c-42d2-b9d3-f7a66805d780,Challenge,Mathematical Sciences,Numerical Analysis
71f14c10-0523-494a-acce-e9b469588d10,Challenge,Mathematical Sciences,Operational research
40482966-e74f-4875-b6a8-6728fea36e18,Challenge,Mathematical Sciences,Out of EPSRC Remit
567af2a4-3f32-454a-890e-3f058f1e8d60,Challenge,Mathematical Sciences,Performance and Inspection of Mechanical Structures and Systems
e97c9003-a950-4f18-8acc-d8d5da630327,Challenge,Mathematical Sciences,"Quantum Devices, Components and Systems"
83ff8715-cfcb-4c14-a20e-ddd34145318b,Challenge,Mathematical Sciences,Quantum Optics and Information
4a228bc9-43a2-4981-b3c9-fecea7173a9f,Challenge,Mathematical Sciences,Sensors and Instrumentation
a34894d3-93ce-413d-8a76-3ae99cd71a5c,Challenge,Mathematical Sciences,Software Engineering
997d258a-0037-469b-ac35-7d3194840aa8,Challenge,Mathematical Sciences,Statistics and Applied Probability
8d4f552a-74bd-43cc-be61-08bb6f1c8bf1,Challenge,Mathematical Sciences,Superconductivity
0586de62-4c83-4285-85f3-ecf354e49183,Challenge,Mathematical Sciences,Theoretical Computer Science
4c5b3d50-36c9-409f-b73f-44799cf418d1,Challenge,Physical Sciences,Analytical Science
f685299b-5594-4fd2-b71a-7dd73ef10a4e,Challenge,Physical Sciences,Antihydrogen
359e6f7b-6ab8-4d62-9970-e1bbb76c450f,Challenge,Physical Sciences,Architecture and Operating Systems
c3b5d6c9-b160-47a0-915d-9e269d6da7c1,Challenge,Physical Sciences,Artificial Intelligence Technologies
764705f1-c333-4dc8-adb4-470f606c809d,Challenge,Physical Sciences,Bioenergy
219dee70-dcf8-4078-8a38-f8992c68bbd0,Challenge,Physical Sciences,Biological Informatics
49e6986d-a0b5-4f7b-981c-819891d54314,Challenge,Physical Sciences,Biomaterials and Tissue Engineering
2ed57640-f6f7-4795-aa77-3392e95bae5f,Challenge,Physical Sciences,Biophysics and Soft Matter Physics
da95c064-d72b-4c12-af45-e1d4e7330564,Challenge,Physical Sciences,Carbon Capture and Storage
959f42aa-66dc-4dff-9488-0366537741d8,Challenge,Physical Sciences,Catalysis
8e96d270-ae3c-4a6c-a3f2-afe3854e7ec7,Challenge,Physical Sciences,Chemical Biology and Biological Chemistry
3c8b6d75-3f26-4b48-bfbe-8834924c464f,Challenge,Physical Sciences,Chemical Reaction Dynamics and Mechanisms
ce5c080b-c50f-4e32-ab41-45c86a81229f,Challenge,Physical Sciences,Chemical Structure
3daf515c-c3ca-480a-a7ea-f178d834ec59,Challenge,Physical Sciences,Clinical Technologies (excluding imaging)
881cdaec-6c49-4ac3-9323-063f7fe44571,Challenge,Physical Sciences,Cold Atoms and Molecules
efe12aca-8ef5-45e0-a2b2-6fe598fa4a1c,Challenge,Physical Sciences,Combustion Engineering
b3c617fd-c94e-40a0-a0a1-2cfde0f039a1,Challenge,Physical Sciences,Complex Fluids & Rheology
4598ee51-3907-4c0f-886d-6e9025583070,Challenge,Physical Sciences,Computational & Theoretical Chemistry
268a5206-4ca7-495f-81d9-b7f1d7043345,Challenge,Physical Sciences,Condensed Matter: Electronic Structure
8b605d78-52bd-45f2-9209-0d234a4de1be,Challenge,Physical Sciences,Condensed Matter: Magnetism and Magnetic Materials
b67d8bb2-37ee-4cec-9a49-519792b16910,Challenge,Physical Sciences,Continuum Mechanics
3b051275-db6c-4b57-b881-57af463ac753,Challenge,Physical Sciences,Electrical Motors and Drive /  Electromagnetics
cb028895-ee1f-433d-8de7-4334e43fd051,Challenge,Physical Sciences,Electrochemical Sciences
c2fd4ba1-7554-4541-b7d8-0c0fd073e143,Challenge,Physical Sciences,Energy Storage
d9ca7cf2-3c66-44e9-8259-c102bb7e8a99,Challenge,Physical Sciences,Engineering Design
5eba5cc5-7ffa-4478-96fe-7d5e69557480,Challenge,Physical Sciences,Fluid Dynamics and Aerodynamics
01ee425d-b55f-4e4f-9f7c-c8a45fc2c343,Challenge,Physical Sciences,Fuel Cell Technology
f050d990-3246-4662-baa5-feedc3890969,Challenge,Physical Sciences,Functional Ceramics and Inorganics
8c46a1ce-8211-4265-8025-7b74514a3ae7,Challenge,Physical Sciences,Graphene and Carbon Nanotechnology
eae5c881-3c32-4012-a7d8-08babd9083e3,Challenge,Physical Sciences,Hydrogen and Alternative Energy Vectors
002741dd-2d86-44cb-a439-3f56ae8be2bc,Challenge,Physical Sciences,ICT Networks & Distributed Systems
6288de5a-d66c-4b4b-a47f-3b75bf7ba498,Challenge,Physical Sciences,Image and Vision Computing
b7ca0300-85e5-41fe-9181-d2e6fc2b6435,Challenge,Physical Sciences,Light Matter Interaction and Optical Phenomena
55c477be-5630-4dd5-8a5e-deb394f076ec,Challenge,Physical Sciences,Manufacturing Technologies
50d4e37b-9b6c-47e9-b5db-e94421b6042d,Challenge,Physical Sciences,Materials Engineering - Ceramics
48475f49-ba9a-4f5c-8d49-c0d1edc1e53b,Challenge,Physical Sciences,Materials Engineering - Composites
d2101003-ad4b-499a-9995-e96f1f5f2957,Challenge,Physical Sciences,Materials Engineering - Metals & Alloys
b55fb783-7643-4f55-abbc-3db5db1f74cc,Challenge,Physical Sciences,Materials For Energy Applications
0adca263-9aeb-4f55-9283-51617fc7216f,Challenge,Physical Sciences,Mathematical Analysis
65c00649-7e04-450e-b86b-38f7290f5f7f,Challenge,Physical Sciences,Mathematical Physics
687c6369-6267-403b-b687-d54333c1798d,Challenge,Physical Sciences,Medical Imaging (inc medical image and vision computing)
17f309d1-a2ec-4947-9d39-36b1d4f62782,Challenge,Physical Sciences,Microelectronics Design
2f79e8f2-320d-491d-b4ed-0962f1238e0f,Challenge,Physical Sciences,Microelectronics Device Technology
dddac63a-5f9b-4e75-8937-8af0de4c3c65,Challenge,Physical Sciences,Microsystems
d2a6d5e0-01df-4f51-9ac5-dde17abc6d3f,Challenge,Physical Sciences,Non-Linear Systems
89acd44d-1369-489c-af99-f9992543e934,Challenge,Physical Sciences,Nuclear Fission
c55ec2d3-7fee-4666-b6c4-0c604aef3ac2,Challenge,Physical Sciences,Numerical Analysis
822d7ba7-c969-4d06-9ff8-47dfee9d7958,Challenge,Physical Sciences,Optical Communications
27f9de73-ff23-4830-9485-f4a6b017cc0f,Challenge,Physical Sciences,Optical Devices and Subsystems
596afb02-49a1-45d8-ad48-b69e08f15f2f,Challenge,Physical Sciences,Optoelectronic Devices and Circuits
ca4f98fc-6351-4c88-ab1f-3cd9e0646f27,Challenge,Physical Sciences,Out of EPSRC Remit
805812c8-67ff-41bb-8cf5-015ea4667cd6,Challenge,Physical Sciences,Particle Technology
a4199e23-2215-4319-839a-1f608e94d4b6,Challenge,Physical Sciences,Performance and Inspection of Mechanical Structures and Systems
14773d75-f38f-4e5f-95ec-d01aa4554e31,Challenge,Physical Sciences,Photonic Materials
9b5d7d77-3d06-4b71-a30d-32b5f62289be,Challenge,Physical Sciences,Plasma and Lasers
983a89f4-e944-4fed-942f-bacb3fd1a729,Challenge,Physical Sciences,Polymer Materials
